"","X[[i]]","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","X.2b7c7b4f.4d4f.40d3.94de.c28b6fa054a6.","installationKey","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","genericName","taxonRank","taxonomicStatus","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","identifier","catalogNumber","institutionCode","gbifID","collectionCode","name","publishingCountry","organismQuantity","organismQuantityType","sampleSizeUnit","sampleSizeValue","relativeOrganismQuantity","identificationReferences","http...rs.tdwg.org.dwc.terms.sampleSizeValue","eventID","http...rs.tdwg.org.dwc.terms.organismQuantity","dynamicProperties","locality","eventRemarks","materialSampleID","occurrenceID","http...rs.tdwg.org.dwc.terms.sampleSizeUnit","http...rs.tdwg.org.dwc.terms.organismQuantityType","identificationRemarks","speciesKey","species","specificEpithet","depth","depthAccuracy","modified","references","created","associatedSequences","higherClassification","taxonID","individualCount","stateProvince","typeStatus","higherGeography","verbatimEventDate","institutionID","georeferenceProtocol","endDayOfYear","verbatimCoordinateSystem","datasetName","type","preparations","recordedBy","startDayOfYear","identifiedBy","continent","waterBody","rightsHolder","municipality","language","verbatimLocality","locationID","ownerInstitutionCode","accessRights","elevation","elevationAccuracy","typifiedName","fieldNumber","acceptedNameUsage","nomenclaturalCode","datasetID","collectionID","parentNameUsage","identificationID"
"345",NA,"1143305703","Hexarthra Schmarda, 1854",-20.9911,-47.9683,"gass84,cdpi","e5080aa7-f479-41f0-bb89-278feafd3cda","b035747d-16a4-46e1-b599-599d43e1acc9",NA,"41af1a06-4411-437c-b83a-e5f326755d5a","DWC_ARCHIVE","2020-02-06T05:33:42.606+0000","2020-02-10T20:13:20.550+0000",120,"none","UNKNOWN",1000426,1,91,307,1005,7519,1000426,1000426,"Hexarthra Schmarda, 1854","Animalia","Rotifera","Flosculariaceae","Hexarthridae","Hexarthra","Hexarthra","GENUS","ACCEPTED",NA,NA,NA,NA,"2020-02-10T20:13:20.550+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Eurotatoria","BR","none","none","Brazil","61360016","6136",NA,"1143305703",NA,"Hexarthra Schmarda, 1854","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61360016",NA,NA,NA,NA,NA,NA,NA,NA,"2003-06-23T00:00:00.000+0000",NA,NA,NA,NA,"6003713",0,"Sp",NA,NA,NA,"155",NA,NA,NA,"SinBIOTA","Event",NA,"Takako Matsumura Tundisi",NA,NA,"SOUTH_AMERICA","Mogi-Guaçu","Public","Santa Cruz das Palmeiras","pt_BR","Faz Aurora","4753","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",NA,"1143305727","Hexarthra Schmarda, 1854",-19.984199,-49.3983,"gass84,cdpi","e5080aa7-f479-41f0-bb89-278feafd3cda","b035747d-16a4-46e1-b599-599d43e1acc9",NA,"41af1a06-4411-437c-b83a-e5f326755d5a","DWC_ARCHIVE","2020-02-06T05:33:42.606+0000","2020-02-10T20:13:20.587+0000",120,"none","UNKNOWN",1000426,1,91,307,1005,7519,1000426,1000426,"Hexarthra Schmarda, 1854","Animalia","Rotifera","Flosculariaceae","Hexarthridae","Hexarthra","Hexarthra","GENUS","ACCEPTED",NA,NA,NA,NA,"2020-02-10T20:13:20.587+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Eurotatoria","BR","none","none","Brazil","61380009","6138",NA,"1143305727",NA,"Hexarthra Schmarda, 1854","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61380009",NA,NA,NA,NA,NA,NA,NA,NA,"2003-06-23T00:00:00.000+0000",NA,NA,NA,NA,"6003717",0,"Sp",NA,NA,NA,"155",NA,NA,NA,"SinBIOTA","Event",NA,"Takako Matsumura Tundisi",NA,NA,"SOUTH_AMERICA","Mogi-Guaçu","Public","Santa Cruz da Conceição","pt_BR","Lago Urbano","4755","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",NA,"1143305766","Hexarthra Schmarda, 1854",-21.485599,-48.061901,"gass84,cdpi","e5080aa7-f479-41f0-bb89-278feafd3cda","b035747d-16a4-46e1-b599-599d43e1acc9",NA,"41af1a06-4411-437c-b83a-e5f326755d5a","DWC_ARCHIVE","2020-02-06T05:33:42.606+0000","2020-02-10T20:13:20.548+0000",120,"none","UNKNOWN",1000426,1,91,307,1005,7519,1000426,1000426,"Hexarthra Schmarda, 1854","Animalia","Rotifera","Flosculariaceae","Hexarthridae","Hexarthra","Hexarthra","GENUS","ACCEPTED",NA,NA,NA,NA,"2020-02-10T20:13:20.548+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Eurotatoria","BR","none","none","Brazil","61410007","6141",NA,"1143305766",NA,"Hexarthra Schmarda, 1854","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61410007",NA,NA,NA,NA,NA,NA,NA,NA,"2003-06-23T00:00:00.000+0000",NA,NA,NA,NA,"6003718",0,"Sp",NA,NA,NA,"155",NA,NA,NA,"SinBIOTA","Event",NA,"Takako Matsumura Tundisi",NA,NA,"SOUTH_AMERICA","Mogi-Guaçu","Public","Rincão","pt_BR","Lagoa das cabras","4758","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",NA,"1143305852","Hexarthra Schmarda, 1854",-21.7617,-48.6992,"gass84,cdpi","e5080aa7-f479-41f0-bb89-278feafd3cda","b035747d-16a4-46e1-b599-599d43e1acc9",NA,"41af1a06-4411-437c-b83a-e5f326755d5a","DWC_ARCHIVE","2020-02-06T05:33:42.606+0000","2020-02-10T20:13:22.121+0000",120,"none","UNKNOWN",1000426,1,91,307,1005,7519,1000426,1000426,"Hexarthra Schmarda, 1854","Animalia","Rotifera","Flosculariaceae","Hexarthridae","Hexarthra","Hexarthra","GENUS","ACCEPTED",NA,NA,NA,NA,"2020-02-10T20:13:22.121+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Eurotatoria","BR","none","none","Brazil","62730020","6273",NA,"1143305852",NA,"Hexarthra Schmarda, 1854","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62730020",NA,NA,NA,NA,NA,NA,NA,NA,"2003-06-25T00:00:00.000+0000",NA,NA,NA,NA,"6003713",0,"Sp",NA,NA,NA,"155",NA,NA,NA,"SinBIOTA","Event",NA,"Takako Matsumura Tundisi",NA,NA,"SOUTH_AMERICA","Tietê/Jacaré","Public","Tabatinga","pt_BR","Lago da Faz Palmeiras","4779","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",NA,"1143306012","Horaella Donner, 1949",-23.3256,-46.603901,"gass84,cdpi","e5080aa7-f479-41f0-bb89-278feafd3cda","b035747d-16a4-46e1-b599-599d43e1acc9",NA,"41af1a06-4411-437c-b83a-e5f326755d5a","DWC_ARCHIVE","2020-02-06T05:33:42.606+0000","2020-02-10T20:13:22.088+0000",120,"none","UNKNOWN",1000452,1,91,307,1005,7517,1000452,1000452,"Horaella Donner, 1949","Animalia","Rotifera","Flosculariaceae","Trochosphaeridae","Horaella","Horaella","GENUS","ACCEPTED",NA,NA,NA,NA,"2020-02-10T20:13:22.088+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Eurotatoria","BR","none","none","Brazil","65660010","6566",NA,"1143306012",NA,"Horaella Donner, 1949","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65660010",NA,NA,NA,NA,NA,NA,NA,NA,"2003-07-02T00:00:00.000+0000",NA,NA,NA,NA,"6003729",0,"Sp",NA,NA,NA,"155",NA,NA,NA,"SinBIOTA","Event",NA,"Takako Matsumura Tundisi",NA,NA,"SOUTH_AMERICA","Alto Tietê","Public","Mairiporã","pt_BR","Rep Paulo Paiva L2","4902","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","no data found, try a different search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",NA,"1143305624","Filinia Bory de St.Vincent, 1824",-21.614401,-46.949699,"gass84,cdpi","e5080aa7-f479-41f0-bb89-278feafd3cda","b035747d-16a4-46e1-b599-599d43e1acc9",NA,"41af1a06-4411-437c-b83a-e5f326755d5a","DWC_ARCHIVE","2020-02-06T05:33:42.606+0000","2020-02-10T20:13:22.101+0000",120,"none","UNKNOWN",1000456,1,91,307,1005,7517,1000456,1000456,"Filinia Bory de St.Vincent, 1824","Animalia","Rotifera","Flosculariaceae","Trochosphaeridae","Filinia","Filinia","GENUS","ACCEPTED",NA,NA,NA,NA,"2020-02-10T20:13:22.101+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Eurotatoria","BR","none","none","Brazil","61290015","6129",NA,"1143305624",NA,"Filinia Bory de St.Vincent, 1824","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61290015",NA,NA,NA,NA,NA,NA,NA,NA,"2003-06-23T00:00:00.000+0000",NA,NA,NA,NA,"6003540",0,"Sp",NA,NA,NA,"155",NA,NA,NA,"SinBIOTA","Event",NA,"Takako Matsumura Tundisi",NA,NA,"SOUTH_AMERICA","Pardo","Public","São José do Rio Pardo","pt_BR","Rep Euclides da Cunha","4746","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",NA,"1143305660","Filinia Bory de St.Vincent, 1824",-21.597799,-46.983101,"gass84,cdpi","e5080aa7-f479-41f0-bb89-278feafd3cda","b035747d-16a4-46e1-b599-599d43e1acc9",NA,"41af1a06-4411-437c-b83a-e5f326755d5a","DWC_ARCHIVE","2020-02-06T05:33:42.606+0000","2020-02-10T20:13:22.101+0000",120,"none","UNKNOWN",1000456,1,91,307,1005,7517,1000456,1000456,"Filinia Bory de St.Vincent, 1824","Animalia","Rotifera","Flosculariaceae","Trochosphaeridae","Filinia","Filinia","GENUS","ACCEPTED",NA,NA,NA,NA,"2020-02-10T20:13:22.101+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Eurotatoria","BR","none","none","Brazil","61320007","6132",NA,"1143305660",NA,"Filinia Bory de St.Vincent, 1824","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61320007",NA,NA,NA,NA,NA,NA,NA,NA,"2003-06-23T00:00:00.000+0000",NA,NA,NA,NA,"6003540",0,"Sp",NA,NA,NA,"155",NA,NA,NA,"SinBIOTA","Event",NA,"Takako Matsumura Tundisi",NA,NA,"SOUTH_AMERICA","Pardo","Public","São José do Rio Pardo","pt_BR","Rep Limoeiro","4749","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",NA,"1143305681","Filinia Bory de St.Vincent, 1824",-21.597799,-46.983101,"gass84,cdpi","e5080aa7-f479-41f0-bb89-278feafd3cda","b035747d-16a4-46e1-b599-599d43e1acc9",NA,"41af1a06-4411-437c-b83a-e5f326755d5a","DWC_ARCHIVE","2020-02-06T05:33:42.606+0000","2020-02-10T20:13:22.120+0000",120,"none","UNKNOWN",1000456,1,91,307,1005,7517,1000456,1000456,"Filinia Bory de St.Vincent, 1824","Animalia","Rotifera","Flosculariaceae","Trochosphaeridae","Filinia","Filinia","GENUS","ACCEPTED",NA,NA,NA,NA,"2020-02-10T20:13:22.120+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Eurotatoria","BR","none","none","Brazil","61300005","6130",NA,"1143305681",NA,"Filinia Bory de St.Vincent, 1824","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61300005",NA,NA,NA,NA,NA,NA,NA,NA,"2003-06-23T00:00:00.000+0000",NA,NA,NA,NA,"6003543",0,"Sp",NA,NA,NA,"155",NA,NA,NA,"SinBIOTA","Event",NA,"Takako Matsumura Tundisi",NA,NA,"SOUTH_AMERICA","Pardo","Public","São José do Rio Pardo","pt_BR","Rep Limoeira","4747","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",NA,"1143305715","Filinia Bory de St.Vincent, 1824",-21.614401,-46.7472,"gass84,cdpi","e5080aa7-f479-41f0-bb89-278feafd3cda","b035747d-16a4-46e1-b599-599d43e1acc9",NA,"41af1a06-4411-437c-b83a-e5f326755d5a","DWC_ARCHIVE","2020-02-06T05:33:42.606+0000","2020-02-10T20:13:22.060+0000",120,"none","UNKNOWN",1000456,1,91,307,1005,7517,1000456,1000456,"Filinia Bory de St.Vincent, 1824","Animalia","Rotifera","Flosculariaceae","Trochosphaeridae","Filinia","Filinia","GENUS","ACCEPTED",NA,NA,NA,NA,"2020-02-10T20:13:22.060+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Eurotatoria","BR","none","none","Brazil","61330005","6133",NA,"1143305715",NA,"Filinia Bory de St.Vincent, 1824","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61330005",NA,NA,NA,NA,NA,NA,NA,NA,"2003-06-23T00:00:00.000+0000",NA,NA,NA,NA,"6003543",0,"Sp",NA,NA,NA,"155",NA,NA,NA,"SinBIOTA","Event",NA,"Takako Matsumura Tundisi",NA,NA,"SOUTH_AMERICA","Pardo","Public","Divinolândia","pt_BR","Rep Itaiquara","4750","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",NA,"1143305741","Filinia Bory de St.Vincent, 1824",-21.485599,-48.061901,"gass84,cdpi","e5080aa7-f479-41f0-bb89-278feafd3cda","b035747d-16a4-46e1-b599-599d43e1acc9",NA,"41af1a06-4411-437c-b83a-e5f326755d5a","DWC_ARCHIVE","2020-02-06T05:33:42.606+0000","2020-02-10T20:13:22.101+0000",120,"none","UNKNOWN",1000456,1,91,307,1005,7517,1000456,1000456,"Filinia Bory de St.Vincent, 1824","Animalia","Rotifera","Flosculariaceae","Trochosphaeridae","Filinia","Filinia","GENUS","ACCEPTED",NA,NA,NA,NA,"2020-02-10T20:13:22.101+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Eurotatoria","BR","none","none","Brazil","61410008","6141",NA,"1143305741",NA,"Filinia Bory de St.Vincent, 1824","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61410008",NA,NA,NA,NA,NA,NA,NA,NA,"2003-06-23T00:00:00.000+0000",NA,NA,NA,NA,"6003543",0,"Sp",NA,NA,NA,"155",NA,NA,NA,"SinBIOTA","Event",NA,"Takako Matsumura Tundisi",NA,NA,"SOUTH_AMERICA","Mogi-Guaçu","Public","Rincão","pt_BR","Lagoa das cabras","4758","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",NA,"1143305750","Filinia Bory de St.Vincent, 1824",-19.984199,-49.3983,"gass84,cdpi","e5080aa7-f479-41f0-bb89-278feafd3cda","b035747d-16a4-46e1-b599-599d43e1acc9",NA,"41af1a06-4411-437c-b83a-e5f326755d5a","DWC_ARCHIVE","2020-02-06T05:33:42.606+0000","2020-02-10T20:13:22.101+0000",120,"none","UNKNOWN",1000456,1,91,307,1005,7517,1000456,1000456,"Filinia Bory de St.Vincent, 1824","Animalia","Rotifera","Flosculariaceae","Trochosphaeridae","Filinia","Filinia","GENUS","ACCEPTED",NA,NA,NA,NA,"2020-02-10T20:13:22.101+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Eurotatoria","BR","none","none","Brazil","61380010","6138",NA,"1143305750",NA,"Filinia Bory de St.Vincent, 1824","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61380010",NA,NA,NA,NA,NA,NA,NA,NA,"2003-06-23T00:00:00.000+0000",NA,NA,NA,NA,"6003543",0,"Sp",NA,NA,NA,"155",NA,NA,NA,"SinBIOTA","Event",NA,"Takako Matsumura Tundisi",NA,NA,"SOUTH_AMERICA","Mogi-Guaçu","Public","Santa Cruz da Conceição","pt_BR","Lago Urbano","4755","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",NA,"1143305778","Filinia Bory de St.Vincent, 1824",-22.3419,-49.017799,"gass84,cdpi","e5080aa7-f479-41f0-bb89-278feafd3cda","b035747d-16a4-46e1-b599-599d43e1acc9",NA,"41af1a06-4411-437c-b83a-e5f326755d5a","DWC_ARCHIVE","2020-02-06T05:33:42.606+0000","2020-02-10T20:13:22.102+0000",120,"none","UNKNOWN",1000456,1,91,307,1005,7517,1000456,1000456,"Filinia Bory de St.Vincent, 1824","Animalia","Rotifera","Flosculariaceae","Trochosphaeridae","Filinia","Filinia","GENUS","ACCEPTED",NA,NA,NA,NA,"2020-02-10T20:13:22.102+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Eurotatoria","BR","none","none","Brazil","62670005","6267",NA,"1143305778",NA,"Filinia Bory de St.Vincent, 1824","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62670005",NA,NA,NA,NA,NA,NA,NA,NA,"2003-06-25T00:00:00.000+0000",NA,NA,NA,NA,"6003540",0,"Sp",NA,NA,NA,"155",NA,NA,NA,"SinBIOTA","Event",NA,"Takako Matsumura Tundisi",NA,NA,"SOUTH_AMERICA","Tietê/Jacaré","Public","Bauru","pt_BR","Represa do Zoológico","4773","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",NA,"1143305785","Filinia Bory de St.Vincent, 1824",-21.485599,-48.061901,"gass84,cdpi","e5080aa7-f479-41f0-bb89-278feafd3cda","b035747d-16a4-46e1-b599-599d43e1acc9",NA,"41af1a06-4411-437c-b83a-e5f326755d5a","DWC_ARCHIVE","2020-02-06T05:33:42.606+0000","2020-02-10T20:13:20.550+0000",120,"none","UNKNOWN",1000456,1,91,307,1005,7517,1000456,1000456,"Filinia Bory de St.Vincent, 1824","Animalia","Rotifera","Flosculariaceae","Trochosphaeridae","Filinia","Filinia","GENUS","ACCEPTED",NA,NA,NA,NA,"2020-02-10T20:13:20.550+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Eurotatoria","BR","none","none","Brazil","61410009","6141",NA,"1143305785",NA,"Filinia Bory de St.Vincent, 1824","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61410009",NA,NA,NA,NA,NA,NA,NA,NA,"2003-06-23T00:00:00.000+0000",NA,NA,NA,NA,"6003540",0,"Sp",NA,NA,NA,"155",NA,NA,NA,"SinBIOTA","Event",NA,"Takako Matsumura Tundisi",NA,NA,"SOUTH_AMERICA","Mogi-Guaçu","Public","Rincão","pt_BR","Lagoa das cabras","4758","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",NA,"1143306106","Filinia Bory de St.Vincent, 1824",-22.4853,-46.518902,"gass84,cdpi","e5080aa7-f479-41f0-bb89-278feafd3cda","b035747d-16a4-46e1-b599-599d43e1acc9",NA,"41af1a06-4411-437c-b83a-e5f326755d5a","DWC_ARCHIVE","2020-02-06T05:33:42.606+0000","2020-02-10T20:13:20.588+0000",120,"none","UNKNOWN",1000456,1,91,307,1005,7517,1000456,1000456,"Filinia Bory de St.Vincent, 1824","Animalia","Rotifera","Flosculariaceae","Trochosphaeridae","Filinia","Filinia","GENUS","ACCEPTED",NA,NA,NA,NA,"2020-02-10T20:13:20.588+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Eurotatoria","BR","none","none","Brazil","65770011","6577",NA,"1143306106",NA,"Filinia Bory de St.Vincent, 1824","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65770011",NA,NA,NA,NA,NA,NA,NA,NA,"2003-07-02T00:00:00.000+0000",NA,NA,NA,NA,"6003540",0,"Sp",NA,NA,NA,"155",NA,NA,NA,"SinBIOTA","Event",NA,"Takako Matsumura Tundisi",NA,NA,"SOUTH_AMERICA","Alto Tietê","Public","Guarulhos","pt_BR","Pq Ecológico L2","4917","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",NA,"1143306117","Filinia Bory de St.Vincent, 1824",-23.791401,-46.544701,"gass84,cdpi","e5080aa7-f479-41f0-bb89-278feafd3cda","b035747d-16a4-46e1-b599-599d43e1acc9",NA,"41af1a06-4411-437c-b83a-e5f326755d5a","DWC_ARCHIVE","2020-02-06T05:33:42.606+0000","2020-02-10T20:13:20.552+0000",120,"none","UNKNOWN",1000456,1,91,307,1005,7517,1000456,1000456,"Filinia Bory de St.Vincent, 1824","Animalia","Rotifera","Flosculariaceae","Trochosphaeridae","Filinia","Filinia","GENUS","ACCEPTED",NA,NA,NA,NA,"2020-02-10T20:13:20.552+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Eurotatoria","BR","none","none","Brazil","65720015","6572",NA,"1143306117",NA,"Filinia Bory de St.Vincent, 1824","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65720015",NA,NA,NA,NA,NA,NA,NA,NA,"2003-07-02T00:00:00.000+0000",NA,NA,NA,NA,"6003543",0,"Sp",NA,NA,NA,"155",NA,NA,NA,"SinBIOTA","Event",NA,"Takako Matsumura Tundisi",NA,NA,"SOUTH_AMERICA","Alto Tietê","Public","São Bernardo do Campo","pt_BR","Billings Estoril","4911","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","no data found, try a different search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","no data found, try a different search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",NA,"1143305957","Ptygura Ehrenberg, 1832",-23.7181,-46.960602,"gass84,cdpi","e5080aa7-f479-41f0-bb89-278feafd3cda","b035747d-16a4-46e1-b599-599d43e1acc9",NA,"41af1a06-4411-437c-b83a-e5f326755d5a","DWC_ARCHIVE","2020-02-06T05:33:42.606+0000","2020-02-10T20:13:22.083+0000",120,"none","UNKNOWN",1000491,1,91,307,1005,7520,1000491,1000491,"Ptygura Ehrenberg, 1832","Animalia","Rotifera","Flosculariaceae","Flosculariidae","Ptygura","Ptygura","GENUS","ACCEPTED",NA,NA,NA,NA,"2020-02-10T20:13:22.083+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Eurotatoria","BR","none","none","Brazil","65630001","6563",NA,"1143305957",NA,"Ptygura Ehrenberg, 1832","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65630001",NA,NA,NA,NA,NA,NA,NA,NA,"2003-07-02T00:00:00.000+0000",NA,NA,NA,NA,"6004710",0,"Sp",NA,NA,NA,"155",NA,NA,NA,"SinBIOTA","Event",NA,"Takako Matsumura Tundisi",NA,NA,"SOUTH_AMERICA","Alto Tietê","Public","Cotia","pt_BR","Rep Pedro Breicht","4899","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",NA,"1143305985","Ptygura Ehrenberg, 1832",-23.653601,-46.9678,"gass84,cdpi","e5080aa7-f479-41f0-bb89-278feafd3cda","b035747d-16a4-46e1-b599-599d43e1acc9",NA,"41af1a06-4411-437c-b83a-e5f326755d5a","DWC_ARCHIVE","2020-02-06T05:33:42.606+0000","2020-02-10T20:13:22.104+0000",120,"none","UNKNOWN",1000491,1,91,307,1005,7520,1000491,1000491,"Ptygura Ehrenberg, 1832","Animalia","Rotifera","Flosculariaceae","Flosculariidae","Ptygura","Ptygura","GENUS","ACCEPTED",NA,NA,NA,NA,"2020-02-10T20:13:22.104+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Eurotatoria","BR","none","none","Brazil","65640001","6564",NA,"1143305985",NA,"Ptygura Ehrenberg, 1832","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65640001",NA,NA,NA,NA,NA,NA,NA,NA,"2003-07-02T00:00:00.000+0000",NA,NA,NA,NA,"6004710",0,"Sp",NA,NA,NA,"155",NA,NA,NA,"SinBIOTA","Event",NA,"Takako Matsumura Tundisi",NA,NA,"SOUTH_AMERICA","Alto Tietê","Public","Cotia","pt_BR","Cachoeira das Graças","4900","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
